Date;identifiant;Genre;Annee_diplome;Type_formation;Filiere;Situation;Secteur;Nature_contrat;France;Region;Pays;Anciennete;Disposez-vous d'une RQTH (Reconnaissance de la qualité de Travailleur Handicapé)?;Nom_entreprise;Taille_entreprise;Departement;Intitule_poste;Secteur_activite;Salaire_annuel;Responsabilite_hierarchique;Responsabilite_budget;Responsabilite_equipe;Responsabilite_projet;Satisfaction_globale;Saitisfaction_relations;Satisfaction_salaire;Satisfaction_autonomie;Satisfaction_localisation
08/02/2019 15:20;1783101043342780;Homme;2016;Initiale;MAT;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;30;Non;Becton Dickinson;5 000 salarié(e)s ou plus;Recherche-développement, études scientifiques et techniques (autre qu'informatique);R&D Engineer;Industrie pharmaceutique;40000;NON;OUI;OUI;OUI;5;5;5;5;4
08/02/2019 14:01;1793840346943360;Homme;2018;Initiale;STE;Activite;Privé;CDD;En France;Occitanie;;6;Non;Egis;250 à  4 999 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur chargé d'études ;Construction, BTP;32000;OUI;OUI;NON;OUI;5;5;5;5;5
08/02/2019 15:29;1788516703227880;Femme;2017;Professionalisation;GBA;Activite;Privé;CDI;En France;Occitanie;;4;Non;Altran Consulting;5 000 salarié(e)s ou plus;Département Systeme de management des entreprise;Consultant Junior ;Autres activités spécialisées, scientifiques et techniques;33000;NON;NON;NON;OUI;3;4;2;4;4
08/02/2019 15:31;1776102214054560;Homme;2017;Initiale;MEA;Activite;Privé;CDI;En France;Occitanie;;18;Non;BIT Group France;De 20 à 49 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur Electronique et numérique;Autres secteurs ;34000;NON;NON;NON;NON;4;3;3;3;4
08/02/2019 15:33;1782336188924400;Homme;2016;Initiale;IG;Activite;Privé;CDI;En France;Occitanie;;30;Non;Next Decision;De 50 à 249 salarié(e)s ;Etudes et développement en systèmes d'information ;Consultant Décisionnel;Activités informatiques et services d'information (TIC services);34700;NON;NON;OUI;OUI;4;5;3;4;5
08/02/2019 15:37;1822549917121160;Homme;2017;Initiale;MAT;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;17;Non;ASTRA PLASTIQUE ;5 000 salarié(e)s ou plus;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Chef de projet R&D;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;36000;NON;OUI;NON;OUI;4;5;4;5;4
08/02/2019 15:39;1983105752526800;Homme;2016;Apprentissage;SE;Activite;Privé;CDI;En France;Île-de-France;;14;Non;Accenture;5 000 salarié(e)s ou plus;Etudes et développement en systèmes d'information ;;Autres secteurs ;55000;NON;NON;NON;NON;5;5;5;4;5
08/02/2019 15:39;1783297915005930;Homme;2017;Initiale;IG;These;;;;;;;;;;;;;;;;;;;;;;
08/02/2019 15:39;1889078500658790;Homme;2018;Initiale;MAT;These;;;;;;;;;;;;;;;;;;;;;;
08/02/2019 23:54;1888410462519720;Homme;2018;Initiale;STE;These;;;;;;;;;;;;;;;;;;;;;;
08/02/2019 16:37;1798760177186810;Homme;2018;Initiale;MI;These;;;;;;;;;;;;;;;;;;;;;;
08/02/2019 14:54;1798575226519670;Femme;2016;Initiale;STE;Activite;Privé;CDI;En France;Normandie;;30;Non;IRH Antea Groupe;250 à  4 999 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Chargée d'études Maitrise d'Oeuvre;Sociétés de conseil, bureaux d'études;32400;NON;NON;NON;OUI;4;5;3;4;4
08/02/2019 15:47;1776106869282940;Homme;2016;Initiale;IG;Activite;Privé;CDI;En France;Île-de-France;;30;Non;Neurones IT;5 000 salarié(e)s ou plus;Assistance technique;Directeur de practice;Industrie des technologies de l'Information et de la Communication (TIC);65000;OUI;OUI;OUI;OUI;4;4;5;5;2
01/04/2019 14:14;1782462539988080;Femme;2016;Initiale;STE;These;;;;;;;;;;;;;;;;;;;;;;
08/02/2019 15:59;1782336256786320;Homme;2016;Initiale;MEA;Activite;Privé;CDI;En France;Occitanie;;26;Non;Solem;De 50 à 249 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Expert Projet;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;38500;NON;NON;NON;OUI;4;5;4;5;5
13/02/2019 09:42;1789139007748540;Homme;2018;Professionalisation;STE;Recherche;;;;;;;;;;;;;;;;;;;;;;
27/02/2019 13:34;1882337710112910;Femme;2016;Apprentissage;STE;Activite;Privé;CDI;A l'étranger;;Royaume-Uni;2;Non;Mott MacDonald;5 000 salarié(e)s ou plus;Etudes - Conseil et expertise (autre qu'informatique);Hydrologist/Hydraulic Modeller;Sociétés de conseil, bureaux d'études;35000;NON;NON;NON;OUI;5;4;5;4;4
08/02/2019 16:10;1788460154528450;Femme;2016;Professionalisation;GBA;Activite;Privé;CDI;En France;Hauts-de-France;;1;Non;Nestlé;5 000 salarié(e)s ou plus;Production - Exploitation ;Adjointe de production;Industrie agroalimentaire ;53550;NON;NON;OUI;OUI;5;4;5;5;2
08/02/2019 16:12;1893834511002870;Femme;2016;Initiale;GBA;Activite;Privé;CDI;En France;Hauts-de-France;;20;Non;Château blanc ;5 000 salarié(e)s ou plus;Production - Exploitation ;Chef d'équipe de production ;Industrie agroalimentaire ;25920;OUI;NON;OUI;OUI;4;4;3;3;1
21/02/2019 20:39;1788522925362020;Homme;2018;Professionalisation;MI;Activite;Privé;CDD;En France;Occitanie;;6;Non;Orano TN;5 000 salarié(e)s ou plus;Ingénierie;Ingénieur études;Transports (Services);39500;NON;NON;NON;OUI;5;5;4;4;5
08/02/2019 16:15;1788640430211650;Homme;2018;Initiale;MEA;Activite;Privé;CDI;En France;Occitanie;;5;Non;FOCUSSIA; Moins de 10 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur développement ;Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d'équipements, ...);28000;NON;NON;NON;OUI;4;5;4;5;5
11/03/2019 14:57;1788581262220530;Homme;2018;Initiale;MI;Activite;Privé;CDI;En France;Occitanie;;4;Non;Cimpa;250 à  4 999 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Stress Engineer;Industrie automobile, aéronautique, navale, ferroviaire;33000;OUI;NON;OUI;OUI;4;5;3;5;4
08/02/2019 16:24;1789139006655910;Homme;2018;Initiale;IG;Activite;Privé;CDI;A l'étranger;;Royaume-Uni;12;Non;Riventa;De 10 à 19 salarié(e)s ;Informatique;Ingénieur en informatique;Autres secteurs ;40000;NON;NON;NON;OUI;5;5;5;5;5
08/02/2019 16:31;1776615819557700;Femme;2018;Professionalisation;MAT;Activite;Privé;CDD;A l'étranger;;Espagne;6;Non;HP;5 000 salarié(e)s ou plus;Marketing;Competitive product manager;Activités informatiques et services d'information (TIC services);28000;NON;OUI;NON;OUI;4;3;4;4;5
03/04/2019 17:35;1767833412260590;Homme;2017;Initiale;MI;Activite;Privé;CDI;A l'étranger;;Suisse;24;Non;Patek Philippe SA La chaux de fonds ;De 20 à 49 salarié(e)s ;Méthodes, contrôle de production, maintenance;Ingénieur chargé d'industrialisation ;Autres secteurs ;;NON;OUI;NON;OUI;4;4;5;5;5
08/02/2019 16:40;1794681459593540;Femme;2017;Initiale;GBA;Recherche;;;;;;;;;;;;;;;;;;;;;;
08/02/2019 14:34;1788409532960260;Homme;2018;Professionalisation;GBA;Activite;Privé;CDI;En France;Centre-Val de Loire;;4;Non;Brossard;5 000 salarié(e)s ou plus;Production - Exploitation ;Responsable de ligne;Industrie agroalimentaire ;30000;OUI;NON;OUI;NON;5;4;2;5;2
13/02/2019 22:26;1783101165055470;Femme;2018;Initiale;GBA;Activite;Privé;CDI;En France;Nouvelle-Aquitaine;;4;Non;Conserves France;De 50 à 249 salarié(e)s ;Qualité, sécurité, sûreté de fonctionnement ;Assistante QHSE;Industrie agroalimentaire ;25020;NON;NON;NON;NON;4;5;4;3;3
09/02/2019 14:28;1767911677127430;Homme;2017;Initiale;STE;Activite;Privé;CDI;A l'étranger;;Suisse;17;Non;SGI INGENIERIE SA;De 50 à 249 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Ingénieur d'études en hydraulique urbaine;Sociétés de conseil, bureaux d'études;63000;OUI;NON;NON;NON;5;4;5;4;4
08/02/2019 16:53;1782455519326140;Femme;2017;Initiale;MEA;Activite;Privé;CDI;En France;Occitanie;;18;Non;IOTEROP; Moins de 10 salarié(e)s ;Informatique industrielle et technique ;Ingénieur Développement;Télécommunications;29000;NON;NON;NON;OUI;5;4;3;5;5
08/02/2019 16:56;1767372926026850;Homme;2017;Initiale;MAT;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;13;Non;Asymptote project management ;De 50 à 249 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Ingénieur gestion de projet;Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, de contrôle et d'analyses techniques;33000;NON;NON;NON;NON;4;5;4;5;5
26/02/2019 12:03;1794332466612310;Femme;2018;Initiale;GBA;Etudes;;;;;;;;;;;;;;;;;;;;;;
26/02/2019 11:25;1794332565579100;Femme;2018;Initiale;GBA;Activite;Privé;CDI;En France;Occitanie;;8;Non;ADVINI;250 à  4 999 salarié(e)s ;Qualité, sécurité, sûreté de fonctionnement ;Chargée de qualité client;Industrie agroalimentaire ;29500;NON;NON;NON;NON;3;4;2;3;5
26/03/2019 22:38;1783116544067800;Femme;2018;Professionalisation;GBA;Activite;Privé;CDI;En France;Pays de la Loire;;7;Non;Revillon Chocolatier;250 à  4 999 salarié(e)s ;Méthodes, contrôle de production, maintenance;Responsable d'activité - atelier Moulage;Industrie agroalimentaire ;27600;OUI;OUI;OUI;OUI;5;4;4;5;3
11/03/2019 12:09;1794681451788990;Homme;2017;Initiale;MI;Sans activité volontairement;;;;;;;;;;;;;;;;;;;;;;
25/02/2019 14:20;1798487267097090;Homme;2017;Initiale;STE;Volontariat;;;;;;;;;;;;;;;;;;;;;;
08/02/2019 17:20;1788692356771020;Homme;2016;Apprentissage;MSI;Activite;Privé;CDI;En France;Île-de-France;;6;Non;serimax;250 à  4 999 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);ingenieur soudeur (IWE);Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;40000;NON;NON;NON;NON;4;5;3;3;2
08/02/2019 17:30;1782336322078230;Homme;2017;Initiale;MAT;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;18;Non;Soitec;250 à  4 999 salarié(e)s ;Production - Exploitation ;Ingénieur Process;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;40000;OUI;NON;OUI;OUI;4;5;4;4;3
10/04/2019 14:57;1782529346473350;Homme;2017;Initiale;STE;Volontariat;;;;;;;;;;;;;;;;;;;;;;
09/02/2019 02:33;1794332564639310;Homme;2017;Professionalisation;MI;Etudes;;;;;;;;;;;;;;;;;;;;;;
08/02/2019 17:33;1888636169617940;Homme;2017;Initiale;IG;Activite;Privé;CDI;En France;Occitanie;;0;Non;Altran;5 000 salarié(e)s ou plus;;Junior consultant;Activités informatiques et services d'information (TIC services);32000;;;;;4;;;;
08/02/2019 17:36;1783036837136230;Femme;2016;Initiale;GBA;Activite;Privé;CDI;En France;Occitanie;;7;Non;Arcadie Sud Ouest;250 à  4 999 salarié(e)s ;Qualité, sécurité, sûreté de fonctionnement ;Responsable QSE;Industrie agroalimentaire ;30550;OUI;NON;OUI;NON;4;4;4;5;5
08/02/2019 17:38;1875345038212540;Homme;2016;Apprentissage;EGC;Activite;Privé;CDI;En France;Île-de-France;;11;Non;Alter Solutions;250 à  4 999 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur consultant en génie des procédés hydrauliques;Industrie pharmaceutique;40000;NON;NON;NON;NON;3;5;4;2;3
08/02/2019 16:40;1789198696637920;Femme;2018;Initiale;GBA;Etudes;;;;;;;;;;;;;;;;;;;;;;
01/04/2019 18:46;1776170138846650;Homme;2017;Initiale;STE;Activite;Privé;CDI;En France;Occitanie;;18;Non;ETANDEX;250 à  4 999 salarié(e)s ;Commercial(e) (dont ingénieur(e) d'affaire) ;Ingénieur études et commercial;Construction, BTP;41895;NON;OUI;NON;OUI;5;5;5;5;5
08/02/2019 17:46;1783100972199480;Femme;2018;Initiale;MAT;Activite;Privé;CDI;En France;Occitanie;;3;Non;Altran;5 000 salarié(e)s ou plus;Qualité, sécurité, sûreté de fonctionnement ;Responsable Qualité Fournisseurs Procédés Spéciaux;Industrie automobile, aéronautique, navale, ferroviaire;31000;NON;NON;NON;OUI;5;5;3;4;5
11/02/2019 22:34;1775265273928660;Femme;2016;Initiale;STE;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;14;Non;EDF - Centre d'Ingénierie Hydraulique;5 000 salarié(e)s ou plus;Etudes - Conseil et expertise (autre qu'informatique);Ingénieur d'études en hydraulique;Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné);35000;NON;OUI;NON;NON;5;5;5;4;5
13/03/2019 14:16;1789246176479960;Femme;2018;Initiale;GBA;Activite;Privé;CDD;En France;Occitanie;;6;Non;BORDEAUX VINEAM;De 20 à 49 salarié(e)s ;Qualité, sécurité, sûreté de fonctionnement ;Assistante HQSE;Agriculture, sylviculture et pêche ;25100;OUI;NON;NON;OUI;4;4;3;5;3
28/02/2019 19:10;1788404486821090;Homme;2016;Initiale;STE;Activite;Privé;CDI;En France;Pays de la Loire;;24;Non;SAMOA (Société d'aménagement de la métropole ouest atlantique) ;De 20 à 49 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Chargé de mission Halles 1&2;Construction, BTP;34500;NON;OUI;NON;OUI;3;5;4;3;5
08/02/2019 18:03;1982486171852200;Femme;2018;Initiale;MAT;Etudes;;;;;;;;;;;;;;;;;;;;;;
08/02/2019 18:06;1798761120459530;Femme;2017;Initiale;GBA;Activite;Privé;CDD;A l'étranger;;Royaume-Uni;9;Non;MDS Ltd; Moins de 10 salarié(e)s ;Varié;Management Trainee;Industrie agroalimentaire ;22852;OUI;NON;NON;OUI;3;4;2;3;2
08/02/2019 18:07;1783429148215880;Homme;2017;Apprentissage;EGC;Activite;Privé;CDI;En France;Provence-Alpes-Côte d'Azur;;10;Non;APTISKILLS;250 à  4 999 salarié(e)s ;INGENIEUR HYDRAULICIEN ET D'OPERATIONS;ingénieur hydraulicien et d'opérations;Sociétés de conseil, bureaux d'études;33000;NON;OUI;OUI;OUI;4;4;3;4;4
03/03/2019 12:43;1768466560960410;Femme;2018;Initiale;GBA;Activite;Privé;CDI;A l'étranger;;République tchèque ;2;Non;La Lorraine, a.s.;250 à  4 999 salarié(e)s ;Qualité, sécurité, sûreté de fonctionnement ;Specialiste qualite;Industrie agroalimentaire ;14118;NON;NON;NON;OUI;4;5;3;5;4
08/02/2019 19:01;1783100970982130;Femme;2018;Apprentissage;MSI;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;3;Non;Bureau Veritas;5 000 salarié(e)s ou plus;Inspection, service nucléaire;Ingénieur specialiste- chargée d'affaires;Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné);35500;NON;OUI;NON;OUI;5;5;4;5;5
08/02/2019 19:25;1783165150826200;Homme;2016;Professionalisation;GBA;Activite;Privé;CDI;En France;Île-de-France;;6;Non;;De 20 à 49 salarié(e)s ;Maîtrise d'ouvrage ;;Hébergement et restauration;;;;;;;;;;
08/02/2019 19:41;1788639858775910;Femme;2016;Apprentissage;SE;Activite;Privé;CDI;En France;Occitanie;;24;Non;Alten;250 à  4 999 salarié(e)s ;Assistance technique;Consultant;Autres secteurs ;31000;NON;NON;NON;NON;2;3;0;4;2
08/02/2019 19:53;1802846092404660;Homme;2017;Initiale;MEA;These;;;;;;;;;;;;;;;;;;;;;;
18/03/2019 22:41;1975368382430350;Femme;2018;Initiale;GBA;Activite;Privé;CDI;En France;Nouvelle-Aquitaine;;6;Non;St Dalfour;De 50 à 249 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieir R&D et Qualité;Industrie agroalimentaire ;;OUI;NON;NON;OUI;4;5;4;5;3
22/02/2019 09:00;1867832847495650;Homme;2016;Initiale;MI;Activite;Privé;CDD;A l'étranger;;Kenya;0;Non;Transmara sugar company ltd;De 50 à 249 salarié(e)s ;Production - Exploitation ;Factory mechanical engineer;Industrie agroalimentaire ;104000;OUI;OUI;OUI;OUI;3;4;5;4;2
08/02/2019 20:11;1783297988373250;Homme;2016;Initiale;MEA;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;13;Non;Eaton Cooper;5 000 salarié(e)s ou plus;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur R&D;Autres activités spécialisées, scientifiques et techniques;42000;NON;NON;NON;OUI;4;4;4;4;4
08/02/2019 20:36;1767362705535280;Homme;2016;Initiale;MEA;Activite;Privé;CDI;En France;Bourgogne-Franche-Comté;;36;Non;ACTEMIUM Mulhouse / EIE;5 000 salarié(e)s ou plus;Responsable projet industriel;Chef de projet robotique / Ingénieur roboticien;Industrie automobile, aéronautique, navale, ferroviaire;33500;OUI;OUI;OUI;OUI;1;5;3;5;0
08/02/2019 20:43;1794190762090330;Femme;2016;Professionalisation;GBA;Activite;Privé;CDI;En France;Nouvelle-Aquitaine;;30;Non;Lindt & Sprungli ;250 à  4 999 salarié(e)s ;Production - Exploitation ;Chef d'équipe ;Industrie agroalimentaire ;;OUI;NON;OUI;OUI;4;4;5;4;3
08/02/2019 21:03;1788742468660480;Homme;2017;Initiale;MAT;Volontariat;;;;;;;;;;;;;;;;;;;;;;
08/02/2019 21:04;1882421149142780;Femme;2016;Apprentissage;EGC;Activite;Privé;CDI;En France;Île-de-France;;13;Non;;250 à  4 999 salarié(e)s ;Production - Exploitation ;Ingénieur travaux;Construction, BTP;40000;OUI;OUI;OUI;OUI;4;3;3;4;4
04/03/2019 13:02;1782333055995110;Femme;2017;Initiale;STE;Activite;Privé;CDD;En France;Occitanie;;1;Non;Cabiron traiteur;De 20 à 49 salarié(e)s ;Achats, approvisionnements, logistique ;Responsable packaging / maître d'hôtel;Hébergement et restauration;;NON;OUI;OUI;OUI;4;5;3;5;5
08/02/2019 22:12;1782332213856140;Femme;2017;Professionalisation;GBA;Activite;Privé;CDD;En France;Provence-Alpes-Côte d'Azur;;8;Non;Laboratoires M&L;250 à  4 999 salarié(e)s ;Qualité, sécurité, sûreté de fonctionnement ;Chargé qualité;Industrie chimique;35000;NON;NON;NON;OUI;3;5;5;3;3
08/02/2019 22:21;1767833321202130;Homme;2018;Initiale;MEA;Activite;Privé;CDI;En France;Occitanie;;5;Non;Diasys technologies;De 10 à 19 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur électronique et firmware;Recherche-développement scientifique;30000;NON;NON;NON;NON;5;5;5;5;5
08/02/2019 22:37;1776242171172240;Homme;2018;Initiale;MEA;Activite;Public;CDI;En France;Île-de-France;;6;Non;SNCF;5 000 salarié(e)s ou plus;Innovation, Propriété industrielle, brevets, transfert de technologie;Ingénieur Informatique;Industrie automobile, aéronautique, navale, ferroviaire;40000;NON;NON;NON;OUI;4;5;4;4;3
19/02/2019 10:12;1789033924803500;Femme;2018;Initiale;GBA;Activite;Public;CDD;En France;Occitanie;;1;Non;INRA;5 000 salarié(e)s ou plus;Ingénieur d'Etude / Gestion de projet;Ingénieur d'étude;Agriculture, sylviculture et pêche ;24228;OUI;NON;OUI;OUI;5;3;2;5;5
08/02/2019 22:58;1775345040538190;Homme;2016;Apprentissage;EGC;Activite;Privé;CDI;En France;Occitanie;;10;Non;Aquadoc ;De 50 à 249 salarié(e)s ;Commercial(e) (dont ingénieur(e) d'affaire) ;Chargé d affaires ;Agriculture, sylviculture et pêche ;45000;OUI;OUI;OUI;OUI;2;2;5;5;4
25/02/2019 14:58;1899261173133000;Homme;2018;Initiale;STE;Activite;Privé;CDD;En France;Provence-Alpes-Côte d'Azur;;6;Non;CEREG INGENIERIE ALPES COTE D'AZUR;De 50 à 249 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);T echnicien Mesures et Prélèvements;Sociétés de conseil, bureaux d'études;25000;NON;NON;NON;OUI;4;5;2;5;5
04/03/2019 11:08;1798760313419580;Homme;2016;Initiale;STE;Activite;Privé;CDI;En France;Occitanie;;10;Non;GREENFISH ;De 50 à 249 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);CONSULTANT;Télécommunications;34000;OUI;NON;NON;OUI;4;4;5;5;4
08/02/2019 23:55;1776170139518960;Homme;2018;Initiale;IG;Recherche;;;;;;;;;;;;;;;;;;;;;;
09/02/2019 00:44;1789083376957100;Homme;2018;Initiale;MAT;Activite;Privé;CDD;En France;Nouvelle-Aquitaine;;6;Non;ArianeGroup;5 000 salarié(e)s ou plus;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur matériaux et procédés;Industrie automobile, aéronautique, navale, ferroviaire;32000;NON;OUI;NON;OUI;4;5;3;4;5
09/02/2019 01:16;1776621858821210;Homme;2017;Initiale;IG;Etudes;;;;;;;;;;;;;;;;;;;;;;
09/02/2019 01:35;1789357189925540;Homme;2017;Initiale;MAT;Activite;Privé;CDI;En France;Île-de-France;;16;Non;Gexpertise Monitoring / Delta Auscultation ;De 20 à 49 salarié(e)s ;Production - Exploitation ;Responsable de Projet;Autres activités spécialisées, scientifiques et techniques;33000;OUI;OUI;OUI;OUI;3;2;4;5;3
09/02/2019 01:51;1783164948056770;Homme;2017;Initiale;MEA;Activite;Privé;CDI;En France;Île-de-France;;12;Non;Survision;De 20 à 49 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur en traitement d'images embarqué;Autres activités spécialisées, scientifiques et techniques;38000;NON;NON;NON;OUI;4;5;3;4;3
09/02/2019 02:08;1782921221170640;Homme;2018;Initiale;MEA;These;Privé;;;;;;;;;;;;;;;;;;;;;
26/02/2019 16:50;1868182991133630;Homme;2017;Initiale;MI;Activite;Privé;CDI;En France;Occitanie;;13;Non;Alten SO;5 000 salarié(e)s ou plus;;;Industrie automobile, aéronautique, navale, ferroviaire;;NON;NON;NON;NON;4;5;3;4;4
09/02/2019 02:47;1788414752593730;Femme;2018;Initiale;MAT;Activite;Privé;CDI;A l'étranger;;Canada;5;Non;Eurovia;5 000 salarié(e)s ou plus;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur technique ;Construction, BTP;60000;NON;OUI;NON;OUI;5;4;4;4;3
09/02/2019 03:09;1789312825528340;Homme;2018;Professionalisation;IG;Activite;Privé;CDI;En France;Occitanie;;20;Non;;250 à  4 999 salarié(e)s ;Informatique industrielle et technique ;Software Engineer;Activités informatiques et services d'information (TIC services);52000;NON;NON;NON;NON;5;5;5;4;5
09/02/2019 10:28;1789142416248660;Femme;2017;Initiale;GBA;Activite;Privé;CDI;En France;Occitanie;;12;Non;Languedoc Salaisons;De 10 à 19 salarié(e)s ;Qualité, sécurité, sûreté de fonctionnement ;Assistante Qualité;Industrie agroalimentaire ;24780;NON;NON;NON;OUI;2;3;1;4;3
09/02/2019 10:49;1794779522608880;Femme;2018;Initiale;MAT;Activite;Privé;CDD;En France;Occitanie;;3;Non;Timac Agro;5 000 salarié(e)s ou plus;Production - Exploitation ;Ingenieur qualite et amelioration continue;Industrie agroalimentaire ;35000;OUI;OUI;OUI;OUI;5;5;4;5;1
11/03/2019 18:47;1775951500398160;Homme;2018;Initiale;MI;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;0;Non;Altran;5 000 salarié(e)s ou plus;Etudes - Conseil et expertise (autre qu'informatique);Ingénieur mécanique consultant;Industrie automobile, aéronautique, navale, ferroviaire;;NON;NON;NON;NON;4;5;4;4;3
09/02/2019 11:05;1783551724896420;Homme;2018;Initiale;MAT;Etudes;;;;;;;;;;;;;;;;;;;;;;
09/02/2019 12:40;1782462668826500;Femme;2017;Initiale;GBA;Activite;Privé;CDI;En France;Bourgogne-Franche-Comté;;1;Non;ERHARD Pâtissier Glacier;250 à  4 999 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Cheffe de projet Junior R&D Pâtisserie et Friture;Industrie agroalimentaire ;31000;OUI;OUI;NON;OUI;5;5;4;5;5
08/02/2019 13:53;1889049477647590;Femme;2016;Initiale;STE;Activite;Privé;CDI;En France;Guyane;;29;Non;ETIAGE Guyane; Moins de 10 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Ingénieure - Chargée d'études Assainissement;Sociétés de conseil, bureaux d'études;30816;NON;NON;NON;OUI;4;4;4;3;4
26/02/2019 19:34;1775265351539410;Femme;2017;Initiale;STE;Activite;Privé;CDI;En France;Île-de-France;;10;Non;OFIS - Veolia ;5 000 salarié(e)s ou plus;Etudes - Conseil et expertise (autre qu'informatique);Ingénieure conseil;Sociétés de conseil, bureaux d'études;29000;NON;NON;NON;OUI;1;5;2;5;4
09/02/2019 14:46;1794436857519930;Homme;2018;Initiale;MEA;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;4;Non;STMicroelectronics;5 000 salarié(e)s ou plus;Production - Exploitation ;Shift technical Manager;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;35800;OUI;NON;OUI;OUI;4;4;4;4;3
09/02/2019 14:52;1789083267067180;Homme;2016;Initiale;MEA;Activite;Privé;CDI;En France;Île-de-France;;20;Non;Neopost;5 000 salarié(e)s ou plus;Etudes et développement en systèmes d'information ;Coordinateur avant vente ;Industrie des technologies de l'Information et de la Communication (TIC);45000;OUI;NON;OUI;OUI;5;5;4;5;5
09/02/2019 16:38;1782714864988640;Homme;2017;Initiale;IG;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;17;Non;Amaris;5 000 salarié(e)s ou plus;Etudes et développement en systèmes d'information ;Consultant;Sociétés de conseil, bureaux d'études;34500;NON;NON;NON;NON;;5;4;5;4
09/02/2019 16:47;1776166837635090;Femme;2016;Initiale;GBA;Etudes;;;;;;;;;;;;;;;;;;;;;;
09/02/2019 17:02;1783551787687820;Homme;2017;Initiale;MAT;Activite;Privé;CDI;En France;Occitanie;;5;Non;Daher;5 000 salarié(e)s ou plus;Advanced Manufacturing and Engineering;Ingénieur matériaux et procédés;Industrie automobile, aéronautique, navale, ferroviaire;35500;NON;NON;NON;NON;1;5;5;5;1
14/02/2019 22:36;1782851145585420;Homme;2017;Apprentissage;MSI;Volontariat;;;;;;;;;;;;;;;;;;;;;;
09/02/2019 18:20;1782332269386920;Homme;2018;Professionalisation;IG;Activite;Privé;CDI;En France;Occitanie;;18;Non;We are cloud;250 à  4 999 salarié(e)s ;Etudes et développement en systèmes d'information ;Software engineer;Activités informatiques et services d'information (TIC services);50000;NON;NON;NON;NON;1;5;5;5;5
09/02/2019 20:32;1776615832131500;Femme;2017;Initiale;GBA;Volontariat;;;;;;;;;;;;;;;;;;;;;;
09/02/2019 21:05;1775419208131070;Homme;2018;Initiale;MEA;Activite;Privé;CDD;En France;Auvergne-Rhône-Alpes;;4;Non;Thales AVS;5 000 salarié(e)s ou plus;Informatique industrielle et technique ;Ingénieur logiciel embarqué ;Industrie automobile, aéronautique, navale, ferroviaire;36000;NON;NON;NON;NON;5;5;5;3;2
10/02/2019 13:00;1888410485434960;Homme;2017;Initiale;STE;Activite;Privé;CDI;En France;Hauts-de-France;;9;Non;IXSANE;De 10 à 19 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Charge d'études;Sociétés de conseil, bureaux d'études;25000;NON;NON;NON;OUI;2;3;2;4;5
