Date;identifiant;Genre;Annee_diplome;Type_formation;Filiere;Situation;Secteur;Nature_contrat;France;Region;Pays;Anciennete;Disposez-vous d'une RQTH (Reconnaissance de la qualite de Travailleur Handicape)?;Nom_entreprise;Taille_entreprise;Departement;Intitule_poste;Secteur_activite;Salaire_annuel;Responsabilite_hierarchique;Responsabilite_budget;Responsabilite_equipe;Responsabilite_projet;Satisfaction_globale;Saitisfaction_relations;Satisfaction_salaire;Satisfaction_autonomie;Satisfaction_localisation
13/03/2019 17:45;1783100780584060    ;Homme;2016;Apprentissage;MSI;Activite;Prive;CDI;Etranger;;Suisse;8;Non;ABB Secheron;5000_;Qualite, securite, s?rete de fonctionnement ;Ingenieur Soudeur IWE;Industrie automobile, aeronautique, navale, ferroviaire;70000;NON;NON;NON;OUI;4;4;4;4;4
13/03/2019 17:54;1794036695978130    ;Homme;2018;Apprentissage;MSI;Sans activite volontairement;;;;;;;;;;;;;;;;;;;;;;
13/03/2019 19:39;1867832820082110    ;Homme;2016;Apprentissage;MSI;Activite;Prive;CDI;France;Hauts-de-France;;17;Non;CMI (Chaudronnerie Maintenance Industrielle);10_19;Methodes, controle de production, maintenance;Ingenieur Soudeur;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;41000;OUI;NON;NON;OUI;4;4;4;4;3
13/03/2019 20:06;1789078855884410    ;Homme;2016;Apprentissage;MSI;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;26;Non;ENDEL;250_4999;IWE;IWE;Autres industries (bois, imprimerie, fabrication, reparation et installation de machines et d'equipements, ...);36000;;;;;4;4;3;4;4
13/03/2019 20:39;1782520449871790    ;Homme;2016;Initiale;MAT;Activite;Prive;CDI;France;ile-de-France;;12;Non;Mi-Gso;250_4999;Autre service ou departement;Assistant chef de projet;Industrie automobile, aeronautique, navale, ferroviaire;37000;NON;OUI;NON;NON;5;5;3;3;3
26/02/2019 16:54;1783298117244180    ;Homme;2016;Initiale;MI;These;;;;;;;;;;;;;;;;;;;;;;
14/03/2019 09:18;1794681408032380    ;Homme;2017;Initiale;MAT;Activite;Public;CDD;France;Occitanie;;1;Non;Universite de Montpellier ;250_4999;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);;Recherche-developpement scientifique;;NON;NON;NON;NON;5;5;2;5;5
14/03/2019 13:17;1882874479207180    ;Homme;2017;Initiale;MEA;Activite;Prive;CDI;France;Occitanie;;18;Non;IoTerop;_10;R&D;Ingenieur developement logiciel embarque;Autres secteurs ;29500;NON;NON;NON;OUI;5;;;;
14/03/2019 13:18;1776912366079170    ;Homme;2017;Initiale;MEA;These;;;;;;;;;;;;;;;;;;;;;;
14/03/2019 13:33;1783164883493580    ;Homme;2018;Initiale;MEA;Activite;Prive;CDI;France;Occitanie;;6;Non;Akka;250_4999;Informatique industrielle et technique ;Developpeur Safety Software;Activites informatiques et services d'information (TIC services);31000;OUI;NON;NON;NON;3;5;4;3;4
14/03/2019 13:38;1788640424603910    ;Homme;2018;Initiale;MEA;These;;;;;;;;;;;;;;;;;;;;;;
14/03/2019 13:41;1789312776014120    ;Homme;2018;Initiale;MEA;These;;;;;;;;;;;;;;;;;;;;;;
14/03/2019 13:46;1782326405841550    ;Homme;2018;Initiale;MEA;Activite;Prive;CDI;France;ile-de-France;;7;Non;Nokia;5000_;Etudes et developpement en systemes d'information ;Ingenieur conception logiciel;Telecommunications;42000;OUI;NON;NON;NON;4;5;5;4;2
14/03/2019 13:48;1782921219908730    ;Homme;2018;Initiale;MEA;Activite;Prive;CDI;France;Occitanie;;6;Non;Axians Services Infras Languedoc-Roussillon;50_249;Gestion de projets;Ingenieur Projet;Telecommunications;35000;OUI;OUI;OUI;OUI;5;5;4;5;4
14/03/2019 13:49;1906996074820620    ;Homme;2017;Apprentissage;MEA;En creation d'entreprise /reprise d'entreprise;;;Etranger;;Bresil;12;Non;OmniCar;_10;Informatique industrielle et technique ;CEO;Transports (Services);30000;OUI;OUI;OUI;OUI;5;5;5;5;5
14/03/2019 13:53;1883551375283220    ;Homme;2016;Initiale;MEA;Recherche;;;;;;;;;;;;;;;;;;;;;;
14/03/2019 14:58;1788522982414800    ;Homme;2017;Initiale;MEA;Activite;Prive;CDI;France;Occitanie;;23;Non;ITESOFT;50_249;Informatique industrielle et technique ;Ingenieur Projet;Autres activites specialisees, scientifiques et techniques;33000;NON;OUI;NON;OUI;4;5;3;4;3
14/03/2019 15:09;2093786670125860    ;Homme;2016;Initiale;MEA;Activite;Prive;CDI;France;Bretagne;;13;Non;Agroelec;10_19;Informatique industrielle et technique ;Ingenieur etude et developpement logiciel;Industrie agroalimentaire ;31000;OUI;NON;NON;NON;4;4;3;3;5
14/03/2019 15:57;1876703080525810    ;Homme;2018;Initiale;IG;Activite;Prive;CDI;France;ile-de-France;;7;Non;Mobility Work;20_49;Etudes et developpement en systemes d'information ;Developpeur web;Activites informatiques et services d'information (TIC services);38000;NON;NON;NON;OUI;4;4;4;4;5
14/03/2019 17:21;1798760358169430    ;Homme;2018;Initiale;MEA;These;;;;;;;;;;;;;;;;;;;;;;
14/03/2019 17:21;1789196359781300    ;Homme;2016;Initiale;MEA;Sans activite volontairement;;;;;;;;;;;;;;;;;;;;;;
14/03/2019 18:17;1799240185673730    ;Femme;2016;Initiale;MEA;Activite;Prive;Contrat local;Etranger;;Senegal;1;Non;Agence de l'Informatique de l'Etat du Senegal;50_249;PMO;Coordonnateur adjoint du programme SMART SENEGAL;Industrie des technologies de l'Information et de la Communication (TIC);;;OUI;;OUI;5;5;3;4;5
14/03/2019 18:23;1788516592358550    ;Femme;2016;Initiale;GBA;Activite;Prive;CDI;France;ile-de-France;;14;Non;Grands Moulins de Paris;250_4999;Marketing;Chef de produit;Industrie agroalimentaire ;31720;OUI;OUI;NON;OUI;4;3;2;4;5
14/03/2019 18:41;1768549693042700    ;Homme;2016;Initiale;MEA;Activite;Prive;CDI;Etranger;;Suisse;29;Non;Adonite SA;10_19;Informatique industrielle et technique ;Software engineer;Industrie automobile, aeronautique, navale, ferroviaire;63180;NON;NON;NON;NON;5;5;4;4;5
14/03/2019 18:48;1783101099715140    ;Femme;2018;Initiale;MEA;Activite;Prive;CDI;France;ile-de-France;;7;Non;Neopost;250_4999;Assistance technique;Avant vente;Autres secteurs ;40000;NON;NON;NON;OUI;5;5;5;5;3
14/03/2019 19:11;1789139061933560    ;Homme;2018;Initiale;MEA;Activite;Prive;CDD;France;Occitanie;;6;Non;XAP Technology;10_19;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur electronique et systeme embarque;Industrie automobile, aeronautique, navale, ferroviaire;28000;NON;NON;NON;OUI;4;4;3;4;4
14/03/2019 20:00;1802845934180710    ;Homme;2017;Initiale;MEA;Activite;Prive;CDI;France;ile-de-France;;11;Non;Altran Technologies;5000_;Informatique industrielle et technique ;Consultant Ingenieur Junior;Industrie automobile, aeronautique, navale, ferroviaire;34500;NON;NON;NON;OUI;2;5;2;4;3
14/03/2019 20:31;1882916978528630    ;Homme;2016;Initiale;MEA;Activite;Prive;CDI;France;Occitanie;;30;Non;XAP Technology;10_19;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur Systeme Embarque;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;;OUI;NON;NON;OUI;5;4;2;4;3
14/03/2019 20:45;1783297923299510    ;Homme;2016;Initiale;MEA;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;21;Non;St?ubli Faverges;250_4999;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur logiciel;Autres industries (bois, imprimerie, fabrication, reparation et installation de machines et d'equipements, ...);;NON;NON;NON;OUI;5;5;5;5;5
14/03/2019 21:15;1798487221614730    ;Homme;2017;Initiale;MEA;Activite;Prive;CDI;France;Occitanie;;15;Non;Navocap;250_4999;Informatique industrielle et technique ;Developpeur logiciel embarque;Transports (Services);35000;NON;NON;NON;NON;4;5;4;3;4
15/03/2019 00:17;1798760094935410    ;Homme;2018;Initiale;MAT;Activite;Prive;CDD;France;Nouvelle-Aquitaine;;8;Non;Betem aquitaine;10_19;Etudes - Conseil et expertise (autre qu'informatique);Ingenieur structure genie civil;Construction, BTP;30000;NON;OUI;OUI;OUI;4;5;3;4;4
15/03/2019 02:29;1793990186618710    ;Femme;2017;Initiale;MAT;Recherche;;;;;;;;;;;;;;;;;;;;;;
15/03/2019 11:03;1783100914527510    ;Homme;2018;Initiale;MEA;These;;;;;;;;;;;;;;;;;;;;;;
15/03/2019 12:18;1882421169635880    ;Femme;2016;Initiale;MEA;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;26;Non;;_10;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);;Autres activites specialisees, scientifiques et techniques;31000;NON;NON;NON;NON;5;5;3;4;5
15/03/2019 13:03;1794484708840340    ;Homme;2017;Initiale;IG;Activite;Prive;CDI;France;Occitanie;;24;Non;SopraSteria;5000_;Informatique industrielle et technique ;Dev full stack angular 6 et Spring boot;Autres secteurs ;33600;NON;NON;NON;NON;4;3;3;5;5
15/03/2019 15:35;1893841522608530    ;Homme;2018;Initiale;MAT;Recherche;;;;;;;;;;;;;;;;;;;;;;
15/03/2019 16:26;1788530287304060    ;Homme;2017;Initiale;MAT;Activite;Prive;CDD;France;Auvergne-Rhone-Alpes;;1;Non;ST Microelectronics;5000_;Production - Exploitation ;Process Engineer;Autres activites specialisees, scientifiques et techniques;36500;OUI;NON;OUI;OUI;3;5;5;3;4
15/03/2019 18:43;1888751669475030    ;Homme;2016;Apprentissage;EGC;Activite;Prive;CDI;France;Occitanie;;30;Non;;50_249;Production - Exploitation ;Responsables Usines;Production et distribution d'eau assainissement, gestion des dechets et depollution;35750;OUI;OUI;OUI;OUI;4;4;3;5;5
16/03/2019 00:58;1889743523247860    ;Homme;2017;Initiale;MEA;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;11;Non;Bertin Technologie;250_4999;Etudes et developpement en systemes d'information ;Ingenieur developpement ;Autres activites specialisees, scientifiques et techniques;36000;NON;NON;NON;OUI;4;5;3;5;4
16/03/2019 01:37;1782917292321620    ;Homme;2016;Initiale;MEA;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;22;Non;Alten;5000_;Informatique industrielle et technique ;Ingenieur etudes;Societes de conseil, bureaux d'etudes;32000;NON;NON;NON;NON;5;5;5;5;5
16/03/2019 11:37;1782921167163880    ;Homme;2016;Apprentissage;SE;These;;;;;;;;;;;;;;;;;;;;;;
16/03/2019 18:20;1793990229026790    ;Homme;2018;Apprentissage;EGC;Activite;Public;CDD;France;Occitanie;;6;Non;Conseil departemental de l Herault ;5000_;Maitrise d'ouvrage ;Charge d'operation ;Construction, BTP;26400;NON;NON;NON;;4;5;3;5;5
03/03/2019 10:03;1788573418437640    ;Femme;2018;Initiale;STE;Sans activite volontairement;;;;;;;;;;;;;;;;;;;;;;
17/03/2019 10:44;1788460092295210    ;Femme;2016;Initiale;MAT;Activite;Prive;CDI;France;Hauts-de-France;;32;Non;Decathlon ;5000_;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur composant;Fabrication de textiles, industries de l'habillement, industrie du cuir et de la chaussure;39000;NON;OUI;NON;OUI;5;5;4;5;4
17/03/2019 12:14;1788410837886360    ;Homme;2018;Initiale;MEA;Activite;Prive;CTT;France;Occitanie;;6;Non;AIRBUS DS;5000_;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur developpement;Recherche-developpement scientifique;35000;NON;NON;NON;NON;5;5;5;5;5
17/03/2019 18:53;1789078793291240    ;Homme;2018;Initiale;IG;Recherche;;;;;;;;;;;;;;;;;;;;;;
17/03/2019 22:15;1789034154590610    ;Homme;2016;Initiale;IG;Activite;Prive;CDI;France;Pays de la Loire;;12;Non;Eurofins GSC France;5000_;Maitrise d'ouvrage ;Business Analyst;Autres activites specialisees, scientifiques et techniques;39000;NON;NON;NON;OUI;4;4;4;3;3
18/03/2019 00:45;1898487036887860    ;Homme;2017;Initiale;IG;Activite;Prive;CDI;France;Occitanie;;7;Non;Beemo Technologie;10_19;Etudes et developpement en systemes d'information ;ingenieur test logiciel;Activites informatiques et services d'information (TIC services);32000;NON;NON;NON;NON;4;3;3;4;5
18/03/2019 05:56;1783551664006560    ;Homme;2018;Initiale;MEA;Etudes;;;;;;;;;;;;;;;;;;;;;;
25/03/2019 17:36;1789582997205270    ;Homme;2017;Apprentissage;MSI;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;5;Non;CSTI;20_49;Methodes, controle de production, maintenance;Responsable qualite soudage;Autres secteurs ;;;;;;4;5;4;4;5
18/03/2019 11:28;1782338143131460    ;Femme;2016;Initiale;MAT;Activite;Prive;CDI;France;Occitanie;;30;Non;CGI;5000_;Maitrise d'ouvrage ;;Industrie des technologies de l'Information et de la Communication (TIC);;NON;NON;OUI;OUI;3;4;2;3;5
18/03/2019 12:06;1783049812262850    ;Homme;2016;Initiale;MEA;These;;;;;;;;;;;;;;;;;;;;;;
01/04/2019 15:47;1788753615955380    ;Homme;2017;Apprentissage;MSI;Volontariat;;;;;;;;;;;;;;;;;;;;;;
08/02/2019 22:46;1783100981818600    ;Femme;2018;Professionalisation;GBA;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;6;Non;Saint jean ;250_4999;Qualite, securite, s?rete de fonctionnement ;Coordinatrice qse;Industrie agroalimentaire ;;NON;NON;NON;NON;3;3;2;3;5
18/03/2019 18:27;1788522869361690    ;Homme;2016;Initiale;MEA;Activite;Prive;CDI;France;ile-de-France;;22;Non;Bertrandt;5000_;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Concepteur MBD ADAS;Industrie automobile, aeronautique, navale, ferroviaire;38000;OUI;NON;NON;NON;4;4;3;4;3
18/03/2019 19:41;1768453717959910    ;Homme;2016;Initiale;MAT;Activite;Public;CDD;France;Occitanie;;18;Non;Universite de Montpellier ;250_4999;Marketing;Ingenieur d'etude En sciences des materiaux ;Recherche-developpement scientifique;21000;NON;NON;NON;OUI;4;4;2;3;5
18/03/2019 19:43;1783100974718700    ;Homme;2016;Initiale;MAT;Activite;Prive;CDI;France;Occitanie;;1;Non;Alten;5000_;Achats, approvisionnements, logistique ;Ingenieur d'application;Industrie automobile, aeronautique, navale, ferroviaire;32000;NON;NON;NON;OUI;4;5;3;5;5
18/03/2019 19:59;1788460042978250    ;Homme;2018;Initiale;MAT;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;3;Non;SITES;250_4999;Etudes - Conseil et expertise (autre qu'informatique);Ingenieur d'Etudes ;Construction, BTP;33600;NON;NON;NON;OUI;5;5;5;5;5
18/03/2019 20:01;1783101041459560    ;Femme;2018;Initiale;MEA;Activite;Prive;CDI;France;Occitanie;;4;Non;Liebherr Aerospace;250_4999;Etudes et developpement en systemes d'information ;Concepteur Logiciel;Industrie automobile, aeronautique, navale, ferroviaire;36000;NON;NON;NON;OUI;5;5;5;3;5
18/03/2019 20:11;1788742416961310    ;Homme;2016;Initiale;MAT;Activite;Prive;CDI;France;ile-de-France;;12;Non;Akka;5000_;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur etudes;Recherche-developpement scientifique;34000;NON;NON;NON;OUI;4;5;4;4;3
18/03/2019 20:12;1776615827742480    ;Femme;2016;Initiale;MAT;Activite;Prive;CDI;France;Pays de la Loire;;29;Non;Alten;5000_;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);;Societes de conseil, bureaux d'etudes;32000;NON;NON;NON;OUI;3;5;2;2;5
18/03/2019 20:59;1799240276425990    ;Femme;2016;Initiale;MAT;Recherche;;;;;;;;;;;;;;;;;;;;;;
08/02/2019 17:13;1789078855933840    ;Homme;2017;Initiale;MI;Activite;Prive;CDI;France;Centre-Val de Loire;;6;Non;Alten;5000_;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur calculs;Industrie automobile, aeronautique, navale, ferroviaire;28200;NON;NON;NON;NON;3;4;2;3;4
18/03/2019 21:26;1782332406941580    ;Homme;2016;Professionalisation;IG;Activite;Prive;CDI;France;Occitanie;;31;Non;CGI France;5000_;Etudes et developpement en systemes d'information ;Analyste;Industrie des technologies de l'Information et de la Communication (TIC);32584;OUI;NON;OUI;NON;5;5;3;5;5
20/03/2019 14:06;1767189251505240    ;Femme;2018;Initiale;GBA;Activite;Prive;CDI;France;Pays de la Loire;;6;Non;Lactalis ;250_4999;Production - Exploitation ;Ingenieur production ;Industrie agroalimentaire ;32760;OUI;NON;OUI;OUI;4;5;4;4;2
19/03/2019 08:20;1783551728066610    ;Homme;2016;Initiale;MAT;Activite;Prive;CDI;France;ile-de-France;;30;Non;Industrial Laser Systems;20_49;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur R&D procedes laser;Industrie automobile, aeronautique, navale, ferroviaire;33600;NON;NON;NON;NON;5;4;3;5;3
19/03/2019 10:40;1758523132419240    ;Homme;2017;Initiale;MAT;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;18;Non;Expleo;5000_;Developpement durable, RSE (Responsabilite Societale des Entreprises);Ingenieur materiaux et ACV;Industrie automobile, aeronautique, navale, ferroviaire;35000;NON;NON;NON;OUI;3;5;2;3;3
19/03/2019 14:30;1788459979017060    ;Homme;2016;Initiale;MEA;Activite;Prive;CDI;France;Occitanie;;36;Non;Viveris;50_249;Informatique industrielle et technique ;;Industrie des technologies de l'Information et de la Communication (TIC);;NON;NON;NON;NON;3;;;;
19/03/2019 15:01;1768367350016820    ;Homme;2017;Apprentissage;SE;Activite;Prive;CDI;France;Occitanie;;18;Non;H2i Guirled;_10;Direction generale ;Directeur general;Societes de conseil, bureaux d'etudes;60000;OUI;OUI;OUI;OUI;5;5;5;5;3
19/03/2019 15:38;1776167054266030    ;Femme;2016;Initiale;MAT;These;;;;;;;;;;;;;;;;;;;;;;
19/03/2019 19:45;1817047782834380    ;Homme;2017;Initiale;MAT;These;;;;;;;;;;;;;;;;;;;;;;
19/03/2019 20:13;1775951507953250    ;Homme;2016;Professionalisation;IG;Activite;Prive;CDI;France;Occitanie;;31;Non;Zendesk;250_4999;Etudes et developpement en systemes d'information ;Senior Software Engineer;Activites informatiques et services d'information (TIC services);80000;NON;NON;NON;OUI;5;5;5;5;5
20/03/2019 11:07;1783551858001940    ;Homme;2017;Initiale;MEA;Volontariat;;;;;;;;;;;;;;;;;;;;;;
20/03/2019 12:09;1883039045229260    ;Femme;2017;Professionalisation;GBA;Etudes;;;;;;;;;;;;;;;;;;;;;;
20/03/2019 12:16;1793834843856710    ;Femme;2016;Initiale;GBA;Activite;Prive;CDI;France;ile-de-France;;18;Oui;;50_249;Methodes, controle de production, maintenance;;Transports (Services);34000;OUI;NON;OUI;OUI;3;5;3;4;1
20/03/2019 12:29;1783101163885720    ;Homme;2017;Initiale;GBA;Recherche;;;;;;;;;;;;;;;;;;;;;;
26/02/2019 14:39;1783488198582660    ;Femme;2018;Initiale;GBA;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;2;Non;ACSEP;50_249;Etudes - Conseil et expertise (autre qu'informatique);Consultante logistique;Societes de conseil, bureaux d'etudes;33800;NON;OUI;NON;OUI;5;5;3;4;5
27/02/2019 18:47;1882855136325960    ;Femme;2018;Initiale;GBA;Etudes;;;;;;;;;;;;;;;;;;;;;;
20/03/2019 14:04;1783483879051640    ;Femme;2017;Professionalisation;GBA;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;17;Non;Firmenich;5000_;Innovation, Propriete industrielle, brevets, transfert de technologie;Natural Extracts Developper;Industrie chimique;40000;NON;NON;NON;OUI;4;3;5;3;3
08/02/2019 14:42;1789022972869620    ;Femme;2018;Initiale;GBA;Activite;Prive;CDD;France;ile-de-France;;6;Non;Casino;5000_;Qualite, securite, s?rete de fonctionnement ;Chargee de missions qualite export  ;Industrie agroalimentaire ;34000;NON;NON;NON;NON;4;4;4;2;3
20/03/2019 17:39;1789201479500860    ;Homme;2016;Professionalisation;MEA;Activite;Prive;CDI;France;ile-de-France;;22;Non;Renault;5000_;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Leader ingenierie ;Industrie automobile, aeronautique, navale, ferroviaire;;OUI;NON;;OUI;4;4;3;5;2
20/03/2019 20:27;1888921829183320    ;Femme;2018;Professionalisation;MAT;Activite;Prive;CDI;France;Occitanie;;1;Non;Expleo (Anciennement Assystem au moment du contrat);250_4999;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur Materiaux et procedes;Industrie automobile, aeronautique, navale, ferroviaire;33000;NON;NON;NON;OUI;5;5;5;5;5
20/03/2019 22:49;1782338146998600    ;Femme;2016;Initiale;GBA;Activite;Prive;CDD;France;Normandie;;7;Non;Aptar pharma;250_4999;Qualite, securite, s?rete de fonctionnement ;Technicien qualification validation;Industrie pharmaceutique;28600;NON;NON;NON;NON;4;5;3;4;3
21/03/2019 07:16;1776102424878110    ;Homme;2018;Initiale;MEA;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;3;Non;Andrice;20_49;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);ingenieur de recherche et developpement;Autres secteurs ;30000;NON;NON;NON;NON;1;5;4;5;4
21/03/2019 11:08;1793786662071540    ;Homme;2018;Initiale;MAT;Activite;Prive;CDI;France;Occitanie;;1;Non;Alten;5000_;Qualite, securite, s?rete de fonctionnement ;Ingenieur Qualite;Societes de conseil, bureaux d'etudes;32000;OUI;NON;OUI;OUI;4;4;3;4;3
21/03/2019 14:54;1782333639834270    ;Femme;2017;Initiale;GBA;Activite;Prive;CDD;France;Occitanie;;18;Non;IDEXX MONTPELLIER;5000_;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);CHARGEE DE PROJET R&D;Industrie pharmaceutique;;NON;OUI;NON;OUI;4;4;3;3;4
21/03/2019 16:40;1788460045238170    ;Homme;2017;Initiale;IG;Activite;Prive;CDI;France;ile-de-France;;;Non;Meritis;250_4999;Etudes et developpement en systemes d'information ;Ingenieur developpement C#;Autres secteurs ;42000;NON;NON;NON;NON;3;5;2;3;4
21/03/2019 16:43;1788410899702660    ;Homme;2016;Initiale;MEA;En creation d'entreprise /reprise d'entreprise;;;France;Occitanie;;3;Non;Pyncoh;_10;Direction generale ;CEO;Societes de conseil, bureaux d'etudes;15000;OUI;OUI;OUI;OUI;4;4;;5;4
21/03/2019 17:00;1789751649609320    ;Homme;2017;Initiale;MEA;En creation d'entreprise /reprise d'entreprise;;;;;;;;;;;;;;;;;;;;;;
21/03/2019 17:09;1782650089466220    ;Homme;2016;Apprentissage;EGC;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;30;Non;TPFI;250_4999;Etudes - Conseil et expertise (autre qu'informatique);Ingenieur d'affaire infrastructures;Construction, BTP;35000;OUI;NON;NON;OUI;4;4;3;4;5
21/03/2019 17:15;1798760311261250    ;Homme;2018;Apprentissage;SE;Activite;Prive;CDI;France;Occitanie;;2;Non;Adentis;50_249;Etudes - Conseil et expertise (autre qu'informatique);Ingenieur consultant;Industrie automobile, aeronautique, navale, ferroviaire;35000;NON;NON;NON;NON;4;4;3;4;4
21/03/2019 17:38;1868453232963220    ;Femme;2018;Apprentissage;SE;Activite;Prive;CDI;France;Occitanie;;0;Non;Klanik;250_4999;Autre service ou departement;Consultant;Societes de conseil, bureaux d'etudes;34400;NON;NON;NON;NON;4;4;;4;4
21/03/2019 18:00;1782921350610580    ;Homme;2016;Initiale;GBA;Activite;Prive;CDI;France;Occitanie;;24;Non;Occitane Plats Cuisines ;250_4999;Achats, approvisionnements, logistique ;Approvisionneur ;Industrie agroalimentaire ;25500;NON;NON;NON;OUI;4;5;2;4;4
04/03/2019 09:21;1982421121197550    ;Homme;2016;Initiale;MI;Activite;Prive;CDI;Etranger;;Pologne ;20;;LPF Sommieres;250_4999;Methodes, controle de production, maintenance;Chef de projet;Industrie automobile, aeronautique, navale, ferroviaire;39000;NON;NON;NON;OUI;5;4;4;5;4
21/03/2019 18:31;1793838351516860    ;Femme;2018;Initiale;IG;Activite;Prive;CDI;France;Occitanie;;7;Non;Ino;20_49;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur developpeur ;Telecommunications;30000;NON;NON;NON;NON;5;;4;;5
11/03/2019 11:06;1882920827330140    ;Homme;2016;Initiale;MI;Activite;Prive;CDI;France;Grand Est;;2;Non;;_10;Marketing;Digital Marketing Strategist;Commerce;;NON;OUI;NON;OUI;;;;;
28/02/2019 08:25;1883297596412640    ;Homme;2016;Initiale;STE;Activite;Prive;CDI;Etranger;;pologne;0;Non;;5000_;;;Activites financieres et d'assurance;;;;;;;;;;
22/03/2019 03:23;1767729190980520    ;Homme;2018;Initiale;STE;Activite;Public;CDI;Etranger;;Chine;1;;Changjiang institute of survey,planning,design and research;250_4999;Assistance technique;;energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne);;;;;;3;;;;
14/02/2019 14:47;1767189251615070    ;Femme;2018;Initiale;STE;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;0;Non;Veolia Eau;5000_;Direction des Operations du Territoire;Ingenieure Projets Techniques;Production et distribution d'eau assainissement, gestion des dechets et depollution;34490;NON;NON;NON;OUI;4;4;4;4;3
28/02/2019 15:14;1789246127556610    ;Femme;2017;Professionalisation;STE;Activite;Prive;CDI;France;Occitanie;;12;Non;Cabinet ARRAGON;250_4999;Etudes - Conseil et expertise (autre qu'informatique);Ingenieur d'etudes Hydrauliques ;Societes de conseil, bureaux d'etudes;30000;NON;NON;NON;NON;4;5;4;4;5
22/03/2019 10:42;1882916932779660    ;Homme;2018;Initiale;MEA;These;;;;;;;;;;;;;;;;;;;;;;
22/03/2019 11:01;1783551799040730    ;Homme;2016;Initiale;MEA;Activite;Prive;CDI;France;ile-de-France;;36;Non;NEXTON ;250_4999;Commercial(e) (dont ingenieur(e) d'affaire) ;Key Account Manager;Industrie des technologies de l'Information et de la Communication (TIC);52000;OUI;OUI;OUI;OUI;4;5;4;5;4
22/03/2019 13:46;1889078740237230    ;Homme;2018;Apprentissage;SE;Activite;Prive;CTT;France;Occitanie;;6;Non;Thales Alenia Space;5000_;Informatique industrielle et technique ;Ingenieur developpement test charge utile;Activites informatiques et services d'information (TIC services);32000;NON;NON;NON;OUI;5;5;2;4;5
22/03/2019 15:26;1777070239467270    ;Homme;2018;Initiale;IG;Activite;Prive;CDI;France;Occitanie;;0;Non;Condor SAS;10_19;Informatique industrielle et technique ;Ingenieur Developeur;Sante humaine et action sociale;33000;NON;NON;NON;NON;4;;;;
22/03/2019 16:18;1742932406541910    ;Homme;2017;Professionalisation;MEA;Activite;Prive;CDI;France;ile-de-France;;13;Non;ALSTOM TRANSPORT;5000_;Informatique industrielle et technique ;Ingenieur Logiciel;Industrie automobile, aeronautique, navale, ferroviaire;39000;NON;NON;NON;OUI;5;5;4;4;3
22/03/2019 16:22;1876551793886810    ;Homme;2018;Initiale;MEA;Activite;Public;CDD;France;ile-de-France;;7;Non;Ministere des Armees;5000_;Informatique industrielle et technique ;Ingenieur en integration et definition hardware;Administration d'etat, Collectivites territoriales, Hospitaliere;36000;NON;NON;NON;OUI;5;5;4;4;4
22/03/2019 21:13;1877069833744240    ;Homme;2017;Initiale;MEA;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;14;Non;PONANT Technologies;20_49;Informatique industrielle et technique ;Ingenieur developpement logiciel;Societes de conseil, bureaux d'etudes;32000;NON;NON;NON;NON;5;5;4;5;5
