Date;identifiant;Genre;Annee_diplome;Type_formation;Filiere;Situation;Secteur;Nature_contrat;France;Region;Pays;Anciennete;Disposez-vous d'une RQTH (Reconnaissance de la qualite de Travailleur Handicape)?;Nom_entreprise;Taille_entreprise;Departement;Intitule_poste;Secteur_activite;Salaire_annuel;Responsabilite_hierarchique;Responsabilite_budget;Responsabilite_equipe;Responsabilite_projet;Satisfaction_globale;Saitisfaction_relations;Satisfaction_salaire;Satisfaction_autonomie;Satisfaction_localisation
21/02/2019 19:08;1783036971970720    ;Femme;2016;Apprentissage;SE;Activite;Prive;;France;Occitanie;;29;Non;Viveris technologies;250_4999;Informatique industrielle et technique ;Ingenieur developpement logiciel;Industrie des technologies de l'Information et de la Communication (TIC);31800;NON;NON;NON;NON;3;4;2;4;5
11/02/2019 23:02;1775878982531750    ;Homme;2018;Professionalisation;MI;Etudes;;;;;;;;;;;;;;;;;;;;;;
22/02/2019 10:21;1857533990210840    ;Femme;2017;Initiale;MI;Activite;Prive;CDI;France;Occitanie;;18;Non;ALTRAN;5000_;Assistance technique;commande controle - Validation chaine fonctionnelle (MICROCARB);Industrie automobile, aeronautique, navale, ferroviaire;32000;NON;NON;NON;NON;4;5;4;4;5
08/02/2019 15:18;1889138761453360    ;Homme;2017;Initiale;MI;These;;;;;;;;;;;;;;;;;;;;;;
11/02/2019 12:12;1789425994864370    ;Homme;2016;Initiale;MI;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;3;Non;MinMAxMedical;10_19;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur Mecanique;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;32000;NON;NON;NON;OUI;5;4;2;5;3
08/02/2019 16:22;1783678963003780    ;Homme;2016;Initiale;MI;Activite;Prive;CDI;France;ile-de-France;;13;Non;Sharpstone Advisory;10_19;Etudes - Conseil et expertise (autre qu'informatique);Consultant en financement de l'innovation;Societes de conseil, bureaux d'etudes;40000;NON;NON;NON;NON;5;5;5;5;5
26/02/2019 18:32;1788410839588190    ;Homme;2017;Initiale;MI;Activite;Prive;CDI;France;ile-de-France;;2;Non;SAEGUS;50_249;Etudes - Conseil et expertise (autre qu'informatique);Consultant Digital ;Societes de conseil, bureaux d'etudes;42000;NON;NON;NON;NON;5;5;5;4;5
21/02/2019 20:03;1783422659958510    ;Homme;2017;Apprentissage;EGC;Volontariat;;;;;;;;;;;;;;;;;;;;;;
21/02/2019 20:09;1793741240311240    ;Homme;2018;Apprentissage;SE;Activite;Prive;CDI;France;Occitanie;;4;Non;Liebherr Aerospace ;250_4999;Informatique industrielle et technique ;Concepteur logiciel ;Industrie automobile, aeronautique, navale, ferroviaire;40000;NON;OUI;NON;OUI;4;5;4;3;4
24/02/2019 19:25;1789138953630590    ;Homme;2016;Initiale;MI;Activite;Prive;CDI;France;ile-de-France;;14;Non;Safran engineering services;5000_;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur d'etudes en performances avion;Industrie automobile, aeronautique, navale, ferroviaire;36000;NON;NON;NON;NON;4;5;3;3;2
26/02/2019 16:36;1775574357069400    ;Homme;2016;Initiale;MI;Activite;Prive;CDD;France;ile-de-France;;6;Non;CIFACOM;20_49;ENSEIGNANT;PROFESSEUR DE PHYSIQUE ;Autres secteurs ;16200;NON;NON;OUI;OUI;4;5;5;5;3
04/04/2019 14:20;1775342503472560    ;Homme;2016;Initiale;MI;Recherche;;;;;;;;;;;;;;;;;;;;;;
26/02/2019 18:06;1775874295172510    ;Femme;2017;Professionalisation;MI;Activite;Public;CDI;France;Auvergne-Rhone-Alpes;;1;Non;CLEMESSY - EIFFAGE ENERGIE;250_4999;Methodes, controle de production, maintenance;Ingenieur maintenance excellence operationnelle;Industrie chimique;39000;OUI;OUI;OUI;OUI;5;4;;4;3
08/02/2019 14:28;1783483747630930    ;Homme;2018;Initiale;MI;Activite;Public;CDD;France;Occitanie;;1;Non;Laboratoire de Mecanique et Genie Civil;50_249;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur d'etude;Enseignement, recherche;24600;NON;NON;NON;OUI;4;4;3;3;4
21/02/2019 21:40;1793784760826020    ;Homme;2016;Apprentissage;EGC;Activite;Prive;CDI;France;ile-de-France;;29;Non;NGE GC;5000_;Production - Exploitation ;Ingenieur travaux;Construction, BTP;39000;OUI;OUI;OUI;OUI;4;5;2;5;3
11/03/2019 14:23;1788692298075560    ;Homme;2017;Initiale;MI;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;13;Non;Cabinet E.R.I.C;10_19;Etudes - Conseil et expertise (autre qu'informatique);Ingenieur Charge d'affaires calcul et conception;Construction, BTP;36000;NON;OUI;NON;OUI;4;5;4;5;5
21/03/2019 21:37;1789139012187480    ;Femme;2018;Initiale;MI;Activite;Prive;CTT;France;Occitanie;;1;Non;Tubesca Comabi;20_49;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur mecanique;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;32000;;;;;4;4;3;4;5
21/02/2019 23:42;1789582833222250    ;Homme;2017;Apprentissage;SE;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;12;Non;S2P;_10;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Chef de projet;Industrie automobile, aeronautique, navale, ferroviaire;36000;NON;OUI;NON;OUI;5;5;5;5;5
21/02/2019 22:37;1769007709059690    ;Homme;2018;Initiale;MI;Activite;Prive;CDD;France;Nouvelle-Aquitaine;;3;Non;CERIA;_10;Bureau d'etudes;;Autres industries (bois, imprimerie, fabrication, reparation et installation de machines et d'equipements, ...);35000;NON;NON;NON;NON;5;4;4;4;5
21/03/2019 18:25;1783101170208130    ;Homme;2018;Initiale;MI;Etudes;;;;;;;;;;;;;;;;;;;;;;
23/02/2019 00:45;1888522614740870    ;Homme;2016;Initiale;MI;Activite;Prive;CDI;France;ile-de-France;;6;Non;Balyo;50_249;Methodes, controle de production, maintenance;Ingenieur Industrialisation;Autres activites specialisees, scientifiques et techniques;36500;NON;NON;NON;NON;5;5;3;5;2
11/03/2019 10:35;1783800345000250    ;Homme;2017;Initiale;MI;Activite;Prive;CDI;France;Occitanie;;15;Non;Alten;250_4999;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur consultant en mission chez Airbus DS;Industrie automobile, aeronautique, navale, ferroviaire;29800;NON;NON;NON;OUI;4;5;2;3;4
22/02/2019 13:36;1798575230918060    ;Femme;2016;Apprentissage;EGC;Activite;Prive;Contrat d'expatriation;Etranger;;Sierra Leone;11;Non;Medecins Sans Frontieres;250_4999;Maitrise d'ouvrage ;Responsable eau et assainissement;Sante humaine et action sociale;19839;OUI;OUI;OUI;NON;5;3;4;5;5
22/02/2019 13:54;1876551312227140    ;Homme;2016;Apprentissage;EGC;Volontariat;;;;;;;;;;;;;;;;;;;;;;
22/02/2019 14:47;1768549960994340    ;Homme;2018;Apprentissage;EGC;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;5;Non;Sade-Cgth;5000_;Production - Exploitation ;Ingenieur Travaux ;Construction, BTP;35600;OUI;OUI;OUI;OUI;4;5;4;4;4
21/02/2019 20:00;1794332569537410    ;Homme;2018;Professionalisation;MI;Activite;Prive;CDI;France;Occitanie;;9;Non;Plastisud;50_249;Methodes, controle de production, maintenance;Ingenieur optimisation industrialisation;Autres industries (bois, imprimerie, fabrication, reparation et installation de machines et d'equipements, ...);33000;NON;NON;NON;OUI;4;4;3;4;5
09/02/2019 11:01;1776102357068410    ;Homme;2018;Initiale;MI;Activite;Public;CDI;France;Occitanie;;5;Non;Altran;5000_;Etudes - Conseil et expertise (autre qu'informatique);Ingenieur consultant thermique ;Industrie automobile, aeronautique, navale, ferroviaire;31000;NON;NON;NON;OUI;4;5;2;4;5
23/02/2019 13:21;1867187702191360    ;Homme;2017;Apprentissage;EGC;Activite;Prive;CDI;France;ile-de-France;;2;Non;APRO INDUSTRIE;20_49;Production - Exploitation ;Responsable projets;Construction, BTP;36000;NON;OUI;OUI;OUI;3;4;2;4;3
23/02/2019 15:49;1789359239744150    ;Femme;2018;Initiale;MAT;Recherche;;;;;;;;;;;;;;;;;;;;;;
24/02/2019 00:27;1783551662142720    ;Homme;2017;Apprentissage;EGC;Activite;Public;CDD;France;Nouvelle-Aquitaine;;2;Non;education nationale;20_49;Enseignement - Formation ;Professeur de Biologie;Agriculture, sylviculture et peche ;;OUI;NON;NON;OUI;4;5;3;4;5
24/02/2019 11:14;1793840347449300    ;Femme;2017;Initiale;GBA;Activite;Prive;CDI;France;Pays de la Loire;;3;;Fleury Michon;250_4999;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Chef de projet R&D;Industrie agroalimentaire ;38000;OUI;OUI;NON;OUI;5;5;4;5;3
24/02/2019 13:14;1782661099856010    ;Homme;2017;Initiale;MAT;Activite;Prive;CDI;Etranger;;Allemagne;17;Non;Dr. O.K. Wack Chemie GmbH;50_249;Assistance technique;Ingenieur d'applications;Industrie chimique;45000;NON;NON;NON;NON;4;5;3;3;4
10/02/2019 19:04;1899261155690210    ;Homme;2018;Initiale;MI;Activite;Prive;CDI;France;Normandie;;3;Non;Alten;5000_;Production - Exploitation ;Ingenieur d'etudes;Societes de conseil, bureaux d'etudes;29997;NON;NON;NON;NON;3;4;3;3;2
25/02/2019 01:58;1782714612814450    ;Homme;2016;Apprentissage;SE;Activite;Prive;CDI;France;Occitanie;;30;Non;Renault;5000_;Informatique industrielle et technique ;Software engineer - head of innovation lab;Industrie automobile, aeronautique, navale, ferroviaire;;OUI;OUI;NON;OUI;4;3;1;4;4
25/02/2019 04:40;1788801023024300    ;Femme;2018;Apprentissage;SE;Volontariat;;;;;;;;;;;;;;;;;;;;;;
25/02/2019 09:58;1867472876448780    ;Homme;2016;Apprentissage;SE;Activite;Prive;CDI;France;Nouvelle-Aquitaine;;30;Non;Schneider-electric;5000_;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur systemes embarques;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;38000;NON;OUI;NON;OUI;5;4;4;4;4
28/02/2019 14:36;1775571159774720    ;Femme;2016;Initiale;STE;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;15;Non;OREGE;20_49;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur process et R&D;Production et distribution d'eau assainissement, gestion des dechets et depollution;34000;NON;NON;OUI;OUI;3;4;4;4;5
08/02/2019 14:51;1783292944879190    ;Homme;2017;Initiale;MI;These;;;;;;;;;;;;;;;;;;;;;;
08/02/2019 16:02;1875413937800860    ;Femme;2018;Initiale;STE;Activite;Prive;CDI;France;Occitanie;;1;Non;SAUR;5000_;Patrimoine et reporting;;Production et distribution d'eau assainissement, gestion des dechets et depollution;26400;NON;NON;NON;OUI;2;5;2;4;5
08/02/2019 16:50;1783101042651350    ;Homme;2018;Initiale;STE;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;3;Non;Electrosteel;20_49;Assistance technique;Ingenieur AEP&Fonte ductile;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;32000;NON;NON;NON;OUI;3;3;4;3;2
13/02/2019 20:29;1776245031282240    ;Femme;2016;Initiale;STE;Activite;Prive;CDI;Etranger;;Royaume-Uni;30;Non;JBA Consulting;250_4999;Etudes - Conseil et expertise (autre qu'informatique);Engineer;Societes de conseil, bureaux d'etudes;26800;NON;NON;NON;NON;4;4;3;4;4
25/02/2019 14:18;1783165146986880    ;Homme;2016;Initiale;STE;Activite;Prive;CDI;France;Occitanie;;22;Non;Rhone Cevennes Ingenierie;10_19;Etudes - Conseil et expertise (autre qu'informatique);Ingenieur Charge d'etude;Activites juridiques, comptables, de gestion, d'architecture, d'ingenierie, de controle et d'analyses techniques;29900;NON;OUI;NON;OUI;3;5;2;5;2
08/02/2019 14:20;1776094903038990    ;Femme;2017;Initiale;STE;Activite;Prive;CDI;France;Centre-Val de Loire;;17;Non;IRH;250_4999;Etudes - Conseil et expertise (autre qu'informatique);Ingenieur d'etudes;Societes de conseil, bureaux d'etudes;31000;NON;NON;NON;OUI;4;5;3;5;4
24/03/2019 18:39;1767820850545880    ;Femme;2017;Initiale;STE;Activite;Prive;CDI;France;Occitanie;;15;Non;hydro-M;5000_;Etudes - Conseil et expertise (autre qu'informatique);Chargee d'etude hydraulique et environnement;Societes de conseil, bureaux d'etudes;32000;NON;NON;NON;OUI;1;5;3;4;5
08/02/2019 14:40;1789312776036290    ;Homme;2018;Initiale;STE;Activite;Prive;CDD;France;Occitanie;;6;Non;Veolia;5000_;Etudes - Conseil et expertise (autre qu'informatique);Charge d'etudes;Production et distribution d'eau assainissement, gestion des dechets et depollution;28000;NON;OUI;NON;OUI;5;5;2;5;5
10/04/2019 12:38;1793784763902670    ;Homme;2017;Initiale;STE;Activite;Public;CDD;France;Centre-Val de Loire;;0;Non;Orleans Metropole;250_4999;Production - Exploitation ;Charge d'operation travaux assainissement;Administration d'etat, Collectivites territoriales, Hospitaliere;23148;NON;OUI;NON;OUI;4;5;4;4;4
08/02/2019 15:39;1867827346423290    ;Femme;2016;Initiale;STE;These;;;;;;;;;;;;;;;;;;;;;;
25/02/2019 17:54;1776097765439270    ;Femme;2018;Initiale;STE;Volontariat;;;;;;;;;;;;;;;;;;;;;;
04/03/2019 09:53;1783551669029900    ;Homme;2017;Initiale;STE;Activite;Prive;CDI;France;;;8;Non;Froilabo;20_49;Assistance technique;Ingenieur SAV;Autres activites specialisees, scientifiques et techniques;30000;NON;NON;NON;NON;5;5;4;4;3
26/03/2019 17:33;1893989900675130    ;Femme;2018;Professionalisation;GBA;Activite;Prive;CDD;France;Provence-Alpes-Cote d'Azur;;6;Non;Haribo;250_4999;Qualite, securite, s?rete de fonctionnement ;Gestionnaire technique Qualite Hygiene et Securite alimentaire ;Industrie agroalimentaire ;32000;NON;NON;NON;NON;4;4;4;3;4
03/04/2019 12:32;1813820722708700    ;Homme;2018;Initiale;GBA;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;1;Non;1LIFE;50_249;Informatique industrielle et technique ;Consultant ERP / Chef de projet;Activites informatiques et services d'information (TIC services);36000;NON;OUI;NON;OUI;5;5;4;5;5
25/02/2019 20:03;1794041630503410    ;Homme;2016;Initiale;GBA;Activite;Prive;CDI;France;Nouvelle-Aquitaine;;0;Non;Chateau de Cognac;20_49;Methodes, controle de production, maintenance;Coordinateur amelioration continue;Industrie agroalimentaire ;38850;OUI;NON;NON;OUI;4;;;;
25/02/2019 20:11;1868381320692510    ;Femme;2017;Initiale;GBA;Activite;Public;CDI;France;Auvergne-Rhone-Alpes;;1;Non;Babou;5000_;Qualite, securite, s?rete de fonctionnement ;Chargee Qualite ;Autres secteurs ;30000;;;;OUI;5;4;5;5;5
25/02/2019 20:24;1793740587773320    ;Femme;2017;Initiale;GBA;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;6;Non;Steap Stailor;20_49;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Assistante chargee d'affaire ;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;36000;NON;OUI;NON;OUI;4;4;5;3;5
25/02/2019 20:41;1767833330154230    ;Homme;2016;Professionalisation;GBA;Activite;Prive;CDD;France;Occitanie;;10;Non;Brasserie d'Olt;10_19;Production - Exploitation ;Brasseur;Industrie agroalimentaire ;;NON;NON;NON;NON;3;5;1;4;4
25/02/2019 20:47;1793840295945560    ;Homme;2017;Initiale;GBA;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;11;Non;Delifrance Romans;250_4999;Production - Exploitation ;Referent process emballage;Industrie agroalimentaire ;30000;OUI;NON;OUI;OUI;5;5;4;5;5
25/02/2019 20:48;1782336252285840    ;Homme;2017;Professionalisation;GBA;Activite;Prive;CDI;France;Nouvelle-Aquitaine;;4;Non;SOPRA STERIA;250_4999;Informatique industrielle et technique ;Ingenieur d'etude;Activites informatiques et services d'information (TIC services);30000;NON;NON;NON;NON;4;5;2;3;4
25/02/2019 21:43;1783045885270760    ;Femme;2017;Initiale;GBA;Activite;Prive;CDI;France;Occitanie;;13;Non;Lactalis;5000_;Production - Exploitation ;Ingenieur production;Industrie agroalimentaire ;36500;OUI;NON;OUI;OUI;4;3;3;4;2
08/02/2019 15:17;1798760272396430    ;Homme;2018;Initiale;STE;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;6;Non;SCIRPE;10_19;Etudes - Conseil et expertise (autre qu'informatique);Ingenieur d'etudes ;Societes de conseil, bureaux d'etudes;32000;NON;NON;NON;OUI;5;5;4;4;4
25/02/2019 22:09;1798761163867390    ;Femme;2016;Initiale;GBA;Activite;Prive;CDD;France;Hauts-de-France;;2;Non;Lactinov;50_249;Production - Exploitation ;Adjoint responsable recette;Industrie agroalimentaire ;27750;OUI;NON;OUI;OUI;4;5;3;4;5
25/02/2019 22:54;1883298041988640    ;Homme;2017;Initiale;GBA;Activite;Prive;CDI;France;Pays de la Loire;;12;Non;Charles Christ;50_249;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Chef de projet R&D;Industrie agroalimentaire ;;OUI;NON;NON;OUI;3;;;;
20/03/2019 13:07;1783039538489670    ;Femme;2018;Professionalisation;GBA;Activite;Prive;CDI;France;Occitanie;;7;Non;Alten;250_4999;Production - Exploitation ;Ingenieur d'etudes;Societes de conseil, bureaux d'etudes;28500;NON;NON;NON;OUI;3;3;2;4;5
25/02/2019 23:38;1788573360729240    ;Femme;2017;Initiale;GBA;Volontariat;;;;;;;;;;;;;;;;;;;;;;
26/02/2019 11:46;1802887604588360    ;Femme;2016;Initiale;STE;Activite;Prive;CDI;France;Normandie;;17;Non;PIMAN CONSULTANTS;50_249;contract management;Consultante en contract management;energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne);34000;NON;NON;NON;OUI;4;4;3;4;2
26/02/2019 00:09;1775265194974630    ;Femme;2017;Apprentissage;EGC;Activite;Prive;CDI;France;ile-de-France;;4;Non;Suez Remediation;50_249;Production - Exploitation ;Ingenieure travaux ;Construction, BTP;33800;OUI;OUI;OUI;NON;5;5;4;4;5
26/02/2019 00:34;1783492583611410    ;Femme;2017;Initiale;GBA;Activite;Public;CDD;France;Nouvelle-Aquitaine;;1;Non;Bistro regent de Tresses ;10_19;Autre service ou departement;Serveuse;Hebergement et restauration;;NON;NON;NON;NON;4;5;4;5;5
26/02/2019 10:04;1783101100420100    ;Femme;2016;Initiale;GBA;Activite;Prive;CDI;;;;;;;;;;;;;;;;;;;;
26/02/2019 10:35;1789139230825060    ;Homme;2017;Apprentissage;SE;Activite;Prive;CDI;France;Occitanie;;18;Non;NanoXplore;20_49;Etudes et developpement en systemes d'information ;Ingenieur developpement logiciel;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;35000;NON;NON;NON;NON;1;5;3;5;5
11/03/2019 17:03;1893840016599180    ;Homme;2018;Initiale;GBA;Etudes;;;;;;;;;;;;;;;;;;;;;;
10/04/2019 14:29;1775789669617060    ;Femme;2016;Initiale;STE;Activite;Prive;CDI;France;ile-de-France;;15;Non;Daylight Consulting;250_4999;Etudes - Conseil et expertise (autre qu'informatique);Consultante en management de projets;Societes de conseil, bureaux d'etudes;40000;NON;NON;OUI;OUI;1;4;4;4;4
25/02/2019 20:00;1768989176072360    ;Homme;2018;Initiale;GBA;Activite;Prive;CDI;France;Occitanie;;6;Non;Les Huiles Cauvin;20_49;Qualite, securite, s?rete de fonctionnement ;Responsable qualite;Industrie agroalimentaire ;;OUI;NON;NON;NON;3;4;2;4;3
25/02/2019 15:18;1788414814359190    ;Femme;2017;Initiale;STE;Recherche;;;;;;;;;;;;;;;;;;;;;;
08/02/2019 14:56;1783483938739290    ;Femme;2018;Initiale;GBA;Activite;Prive;CTT;France;Auvergne-Rhone-Alpes;;5;Non;Zimmer Biomet Valence;5000_;Qualite, securite, s?rete de fonctionnement ;Chargee Assurance Qualite Systeme;Industrie pharmaceutique;32000;NON;NON;NON;NON;4;4;4;4;2
13/02/2019 23:09;1794381878360180    ;Femme;2018;Initiale;STE;Activite;Prive;CDI;France;Occitanie;;6;Non;Egis;5000_;;Ingenieure pilote d'offres;Production et distribution d'eau assainissement, gestion des dechets et depollution;;OUI;OUI;OUI;OUI;5;5;2;5;5
27/02/2019 00:42;1776102284756120    ;Homme;2017;Initiale;STE;Activite;Prive;CDI;France;Occitanie;;7;Non;GAXIEU ingenierie ;50_249;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur d'etudes ;Societes de conseil, bureaux d'etudes;28240;OUI;NON;NON;OUI;4;5;4;4;3
11/02/2019 00:41;1782336125656380    ;Homme;2018;Initiale;MI;These;;;;;;;;;;;;;;;;;;;;;;
21/02/2019 19:10;1882421156299700    ;Homme;2017;Initiale;MI;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;;;Abylsen Sud;250_4999;Commercial(e) (dont ingenieur(e) d'affaire) ;Ingenieur d'affaires - Manager;Societes de conseil, bureaux d'etudes;55000;OUI;;OUI;;;;;;
03/03/2019 12:19;1789201429943170    ;Homme;2017;Initiale;MI;Activite;Prive;CDI;France;ile-de-France;;18;Non;Ansaldo STS;5000_;Qualite, securite, s?rete de fonctionnement ;Ingenieur Rams;Industrie automobile, aeronautique, navale, ferroviaire;;NON;NON;NON;OUI;3;4;2;3;3
21/02/2019 20:55;1793786869547840    ;Homme;2018;Initiale;MI;These;;;;;;;;;;;;;;;;;;;;;;
18/03/2019 21:20;1783483686627520    ;Homme;2018;Initiale;MI;Activite;Prive;CDD;France;ile-de-France;;7;;BIOMODEX;20_49;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);R&D BIOMECHANICS ENGINEER;Recherche-developpement scientifique;40000;NON;NON;NON;NON;4;5;4;4;4
28/02/2019 17:06;1782981677786420    ;Homme;2018;Initiale;MI;These;;;;;;;;;;;;;;;;;;;;;;
03/03/2019 10:45;1782327060256290    ;Homme;2018;Initiale;MI;Activite;Prive;CDI;France;Occitanie;;5;Non;Eurovia;50_249;Travaux;Ingenieur travaux;Construction, BTP;40000;OUI;OUI;OUI;OUI;3;5;5;5;5
26/02/2019 19:19;1876091309972940    ;Femme;2016;Initiale;IG;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;3;Non;Groupe Charles Andre;5000_;Etudes et developpement en systemes d'information ;AMOA SAP;Transports (Services);40000;NON;NON;NON;OUI;5;5;4;4;3
25/02/2019 14:21;1783100980512230    ;Homme;2016;Initiale;STE;Activite;Prive;CDI;France;Occitanie;;20;Non;Ecofilae;_10;Etudes - Conseil et expertise (autre qu'informatique);Ingenieur d'etudes;Production et distribution d'eau assainissement, gestion des dechets et depollution;31800;NON;OUI;NON;OUI;4;5;2;5;5
13/02/2019 17:33;1783045955881460    ;Femme;2018;Initiale;GBA;Volontariat;;;;;;;;;;;;;;;;;;;;;;
08/02/2019 17:32;1889138784326700    ;Homme;2018;Initiale;MI;Activite;Prive;CDI;France;ile-de-France;;1;Non;Expleo;5000_;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);ingenieur mecanique;Industrie automobile, aeronautique, navale, ferroviaire;35000;NON;NON;NON;NON;4;5;3;3;4
11/03/2019 00:27;1882421156228160    ;Femme;2018;Professionalisation;GBA;Activite;Prive;CDD;France;Provence-Alpes-Cote d'Azur;;6;Non;Florette;250_4999;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Chef de projet Developpement et Innovation ;Industrie agroalimentaire ;;OUI;NON;NON;OUI;5;5;3;5;5
12/02/2019 14:23;1767473236111210    ;Homme;2018;Initiale;GBA;Etudes;;;;;;;;;;;;;;;;;;;;;;
01/03/2019 12:29;1776629965327550    ;Homme;2017;Initiale;STE;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;18;Non;Realites Environnement;20_49;Etudes - Conseil et expertise (autre qu'informatique);Ingenieur Charge d'etudes en Hydraulique urbaine;Societes de conseil, bureaux d'etudes;29500;OUI;NON;NON;NON;5;5;1;4;4
08/02/2019 14:28;1782921098924520    ;Homme;2017;Initiale;STE;Activite;Prive;CDI;Etranger;;Viet Nam;12;Non;Mimosa Technology;20_49;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur-developpeur agronomie;Agriculture, sylviculture et peche ;28000;NON;NON;NON;OUI;3;2;2;5;5
08/02/2019 18:53;1798575275795750    ;Femme;2018;Initiale;GBA;Activite;Prive;CDD;France;Occitanie;;1;Non;Proteus;20_49;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur fermentation;Industrie chimique;;NON;OUI;NON;OUI;3;4;4;3;4
08/02/2019 17:52;1776091965937530    ;Femme;2018;Initiale;GBA;Activite;Prive;CTT;France;Auvergne-Rhone-Alpes;;4;Non;Jambon d'Aoste;250_4999;Production - Exploitation ;Ingenieur Lean Management;Industrie agroalimentaire ;27600;NON;NON;NON;OUI;5;5;3;4;5
08/02/2019 14:43;1776091968227540    ;Femme;2017;Initiale;STE;Activite;Prive;CDD;France;Occitanie;;1;Non;CREOCEAN;50_249;Etudes - Conseil et expertise (autre qu'informatique);Ingenieur chargee d'etudes environnement marin;Societes de conseil, bureaux d'etudes;24600;NON;NON;NON;OUI;4;5;3;5;5
28/02/2019 10:50;1776166979008570    ;Homme;2016;Apprentissage;EGC;Activite;Public;CDI;France;Grand Est;;28;Non;SNCF Reseau;5000_;Etudes - Conseil et expertise (autre qu'informatique);Correspondant hydraulique;Transports (Services);32000;OUI;NON;NON;OUI;4;4;4;4;4
28/02/2019 13:42;1767827769134300    ;Femme;2017;Initiale;GBA;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;17;Non;Propos'Nature;20_49;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Responsable de projets R&D;Industrie chimique;24000;NON;NON;NON;OUI;4;4;3;4;4
18/02/2019 19:53;1783483814255390    ;Homme;2018;Initiale;STE;Activite;Prive;CDI;Etranger;;haiti;3;Non;brasserie de la couronne;250_4999;Qualite, securite, s?rete de fonctionnement ;coordinateur controle qualite ;Industrie agroalimentaire ;18000;OUI;NON;OUI;NON;4;5;3;4;2
25/02/2019 14:30;1798487317435050    ;Homme;2016;Initiale;STE;Activite;Prive;CDI;France;Bretagne;;27;Non;DCI Environnement;20_49;Etudes - Conseil et expertise (autre qu'informatique);Charge d'etudes continuite ecologique;Societes de conseil, bureaux d'etudes;;NON;NON;NON;OUI;4;5;3;5;5
24/03/2019 15:01;1788640431339910    ;Homme;2016;Initiale;MI;Activite;Prive;;France;ile-de-France;;6;Non;Air France;5000_;;Pilote Cadet;Transports (Services);12000;NON;NON;NON;NON;5;5;5;5;3
09/02/2019 13:07;1789022971236640    ;Femme;2017;Initiale;STE;Etudes;;;;;;;;;;;;;;;;;;;;;;
08/02/2019 17:14;1793990136743290    ;Femme;2017;Initiale;STE;Activite;Prive;CDI;France;Occitanie;;13;Non;Pure Environnement ;20_49;Etudes - Conseil et expertise (autre qu'informatique);Ingenieur hydraulicien;Societes de conseil, bureaux d'etudes;24612;NON;NON;NON;NON;3;5;2;3;4
02/03/2019 14:50;1789364896782840    ;Femme;2017;Initiale;GBA;Activite;Prive;CDI;France;Bourgogne-Franche-Comte;;3;Non;Mayet ;250_4999;Qualite, securite, s?rete de fonctionnement ;Ingenieur Qualite Client ;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits mineraux non metalliques;33500;NON;OUI;NON;OUI;4;4;3;3;2
